"Клиент ИмяФамилия (e-16292784), период 01.03.2023 - 27.06.2023"
"Всего";;"Ср.расход за день (руб.)";"Показы";"Клики";"Расход (руб.)";"Ср. позиция кликов";"Конверсии/Отправка формы «Детский Лагерь»";"Конверсии/Звонок Calltouch (М)";"Конверсии/Лагерь - заявка отправлена (страница спасибо) (М)";"Конверсии/Летний лагерь Академия лидеров небо";"Конверсии/Лагерь 2023";"Конверсии/Лагерь с проживанием"
"с 01.03.2023 по 27.06.2023";;11361,40;917727;12829;1170224,30;1,93;-;78;-;-;381;3

"Дата";"Кампания";"№ Кампании";"Группа";"№ Группы";"Тип устройства";"Показы";"Клики";"Расход (руб.)";"Ср. позиция кликов";"Конверсии/Отправка формы «Детский Лагерь»";"Конверсии/Звонок Calltouch (М)";"Конверсии/Лагерь - заявка отправлена (страница спасибо) (М)";"Конверсии/Летний лагерь Академия лидеров небо";"Конверсии/Лагерь 2023";"Конверсии/Лагерь с проживанием"
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Детский языковой лагерь";5166878510;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Летний языковой лагерь";5166878513;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Детский языковой лагерь Россия";5166878514;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Языковой лагерь";5166878517;"десктоп";28;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Языковой лагерь";5166878517;"мобильные";41;3;249,84;1,67;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | ХЗ | 23";85847834;"Языковой лагерь";5166878517;"планшеты";4;2;91,10;4,50;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Поиск | Конкуренты | 23";85847842;"ТЗ";5166878657;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Был на nebojump.ru, не отказ";5166885107;"десктоп";60;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Был на nebojump.ru, не отказ";5166885107;"мобильные";14;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Был на zhara.nebojump.ru/lager, не отказ, не лид";5166885108;"десктоп";83;1;104,03;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Был на zhara.nebojump.ru/lager, не отказ, не лид";5166885108;"мобильные";12;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Метрика_Карт Небо";5166885109;"десктоп";366;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Метрика_Карт Небо";5166885109;"мобильные";184;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | Ретаргетинг | 23";85848502;"Метрика_Карт Небо";5166885109;"планшеты";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;гз;5167003517;"десктоп";372;1;58,73;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;гз;5167003517;"мобильные";376;1;66,46;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;гз;5167003517;"планшеты";12;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;"тз";5167003518;"десктоп";22;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;"тз";5167003518;"мобильные";35;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;"конкуренты";5167003520;"десктоп";130;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;"конкуренты";5167003520;"мобильные";378;3;107,70;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Eng | РСЯ | 23";85855895;"конкуренты";5167003520;"планшеты";18;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Мастер | 23 – 2";85975527;"Лагерь в НЕБО | Мастер | 23 – 2";5168432528;"десктоп";264;2;0,00;5,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Мастер | 23 – 2";85975527;"Лагерь в НЕБО | Мастер | 23 – 2";5168432528;"мобильные";401;3;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Мастер | 23 – 2";85975527;"Лагерь в НЕБО | Мастер | 23 – 2";5168432528;"планшеты";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детские лагеря в москве 2023";5169207887;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний дневной лагерь в москве";5169207889;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь в москве на лето 2023";5169207891;"десктоп";5;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь в москве на лето 2023";5169207891;"мобильные";5;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь в москве";5169207894;"десктоп";10;1;51,26;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь в москве";5169207894;"мобильные";20;3;236,06;1,33;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве на лето";5169207896;"мобильные";6;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городские лагеря в москве 2023 для школьников";5169207897;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве дневной";5169207900;"десктоп";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве дневной";5169207900;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето 2023 дневной";5169207904;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний спортивный лагерь в москве";5169207914;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь для детей 2023 в москве";5169207915;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь для детей в москве";5169207920;"мобильные";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский городской летний лагерь";5169207931;"мобильные";8;2;196,31;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летние детские лагеря в москве 2023";5169207932;"мобильные";1;1;259,64;1,00;-;-;-;-;1;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь для подростков москва 2023";5169207943;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь 2023";5169207945;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городские лагеря в москве 2023";5169207957;"десктоп";5;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городские лагеря в москве 2023";5169207957;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь для детей";5169207964;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь для детей";5169207964;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летние лагеря в москве для школьников 2023";5169207968;"мобильные";3;1;61,23;2,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь 2023";5169207970;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь дневного пребывания";5169207978;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской дневной лагерь в москве";5169207982;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский городской лагерь";5169207985;"десктоп";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский городской лагерь";5169207985;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городские лагеря дневного пребывания";5169207987;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской летний лагерь в москве 2023";5169207988;"десктоп";9;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской летний лагерь в москве 2023";5169207988;"мобильные";9;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь зао москва";5169207991;"мобильные";1;1;126,03;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь вднх";5169208001;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь для детей";5169208006;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь для детей";5169208006;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь для детей москва";5169208008;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь москва 2023 вао";5169208023;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь юзао";5169208055;"десктоп";1;1;96,72;2,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"городской лагерь юзао";5169208055;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детские лагеря в москве на лето 2023";5169208064;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детские лагеря в москве на лето 2023";5169208064;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский городской лагерь москва";5169208069;"десктоп";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский городской лагерь москва";5169208069;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский дневной лагерь";5169208075;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве";5169208081;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве";5169208081;"мобильные";7;1;165,65;2,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь зао";5169208086;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский летний городской лагерь 2023";5169208091;"мобильные";5;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский летний лагерь в москве";5169208092;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский летний лагерь в москве";5169208092;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский летний лагерь в москве";5169208092;"планшеты";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь";5169208095;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь в москве";5169208098;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневные городские лагеря";5169208110;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве";5169208118;"десктоп";64;2;265,23;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве";5169208118;"мобильные";150;8;530,99;1,25;-;-;-;-;1;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве";5169208118;"планшеты";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве для подростков на лето";5169208120;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето";5169208121;"мобильные";1;1;118,15;2,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето 2023";5169208122;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето 2023";5169208122;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для детей в москве";5169208133;"десктоп";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для детей в москве";5169208133;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для детей на лето в москве";5169208135;"десктоп";1;1;45,68;3,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для подростков в москве";5169208137;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь дневного пребывания";5169208140;"десктоп";7;1;105,19;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь дневного пребывания";5169208140;"мобильные";5;1;88,57;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь дневного пребывания для детей";5169208143;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь дневного пребывания москва";5169208147;"десктоп";4;1;60,25;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь смена в москве";5169208159;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагеря дневного пребывания в москве 2023";5169208164;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагеря дневного пребывания в москве 2023";5169208164;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь";5169208168;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь";5169208168;"мобильные";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь дневного пребывания";5169208175;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь москва";5169208178;"десктоп";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь москва";5169208178;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь сао";5169208183;"десктоп";1;1;119,55;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь 2023 москва";5169208194;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь 2023 москва";5169208194;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в москве";5169208201;"десктоп";20;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в москве";5169208201;"мобильные";32;4;665,82;1,25;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в москве";5169208201;"планшеты";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь для детей 2023 москва";5169208209;"десктоп";2;1;58,78;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь дневного пребывания";5169208214;"мобильные";1;1;26,83;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летняя смена 2023 лагерь в москве";5169208229;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"москва лагерь для детей 2023";5169208230;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спортивный лагерь в москве на лето 2023";5169208237;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спортивный лагерь москва";5169208242;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спортивный лагерь москва";5169208242;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"творческий лагерь для детей в москве";5169208245;"мобильные";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"хорошие лагеря в москве";5169208246;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"городской лагерь";5169208837;"мобильные";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"городской лагерь район";5169208841;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь";5169208847;"десктоп";56;1;113,12;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь";5169208847;"мобильные";101;1;104,91;5,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь";5169208847;"планшеты";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь 14 дней";5169208851;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь 14 дней";5169208851;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь 2023";5169208853;"десктоп";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь 2023";5169208853;"мобильные";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь для детей";5169208873;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь для ребенка 8 лет";5169208879;"мобильные";2;1;158,65;8,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь на лето";5169208891;"десктоп";2;1;54,28;4,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь на неделю";5169208896;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь отдыха";5169208900;"десктоп";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь отдыха";5169208900;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь официальный сайт";5169208902;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский летний лагерь";5169208916;"десктоп";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский летний лагерь";5169208916;"мобильные";4;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский спортивный лагерь";5169208922;"мобильные";5;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский творческий лагерь";5169208924;"десктоп";3;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"куркино лагерь для детей";5169208940;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь 2023";5169208941;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь 2023";5169208941;"мобильные";8;1;90,49;3,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей";5169208951;"десктоп";64;2;389,38;2,50;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей";5169208951;"мобильные";146;3;276,64;1,33;-;-;-;-;1;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 2023";5169208960;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 2023";5169208960;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 2023 6 лет";5169208961;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 7 лет";5169208969;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей на лето";5169208981;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей на лето";5169208981;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей на лето 2023 цены";5169208983;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для ребенка 8 лет";5169208995;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь летнего пребывания";5169209011;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь летом цена";5169209013;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь московская смена 2023";5169209014;"десктоп";1;1;83,36;1,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь московская смена 2023";5169209014;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь на лето 2023 недорого";5169209020;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь творческий 2023";5169209028;"десктоп";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь цена";5169209029;"мобильные";2;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летние лагеря 2023 года";5169209048;"мобильные";1;0;0,00;-;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь";5169209064;"десктоп";28;1;114,05;3,00;-;-;-;-;-;-
12.04.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь";5169209064;"мобильные";60;3;377,85;4,33;-;-;-;-;-;-
