"Клиент ИмяФамилия (e-16292784), период 01.03.2023 - 27.06.2023"
"Всего";;"Ср.расход за день (руб.)";"Показы";"Клики";"Расход (руб.)";"Ср. позиция кликов";"Конверсии/Отправка формы «Детский Лагерь»";"Конверсии/Звонок Calltouch (М)";"Конверсии/Лагерь - заявка отправлена (страница спасибо) (М)";"Конверсии/Летний лагерь Академия лидеров небо";"Конверсии/Лагерь 2023";"Конверсии/Лагерь с проживанием"
"с 01.03.2023 по 27.06.2023";;11361,40;917727;12829;1170224,30;1,93;-;78;-;-;381;3

"Дата";"Кампания";"№ Кампании";"Группа";"№ Группы";"Тип устройства";"Показы";"Клики";"Расход (руб.)";"Ср. позиция кликов";"Конверсии/Отправка формы «Детский Лагерь»";"Конверсии/Звонок Calltouch (М)";"Конверсии/Лагерь - заявка отправлена (страница спасибо) (М)";"Конверсии/Летний лагерь Академия лидеров небо";"Конверсии/Лагерь 2023";"Конверсии/Лагерь с проживанием"
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь в москве";5169208081;"мобильные";5;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь для детей москва";5169208085;"десктоп";2;2;348,05;1,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь для детей москва";5169208085;"мобильные";16;2;321,68;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский лагерь раменки";5169208088;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский летний лагерь в москве";5169208092;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский спортивный лагерь в москве";5169208093;"десктоп";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"детский спортивный лагерь в москве";5169208093;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь";5169208095;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь в москве";5169208098;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь для детей в москве";5169208102;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"дневной лагерь для детей в москве";5169208102;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве";5169208118;"десктоп";3;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве";5169208118;"мобильные";14;1;14,37;5,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето";5169208121;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь в москве на лето 2023";5169208122;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для детей в москве";5169208133;"десктоп";3;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь для детей в москве";5169208133;"мобильные";12;1;448,29;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"лагерь дневного пребывания москва";5169208147;"мобильные";3;1;107,28;8,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летние лагеря в москве для школьников";5169208166;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летние лагеря в москве для школьников";5169208166;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь";5169208168;"десктоп";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь";5169208168;"мобильные";3;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь москва";5169208178;"десктоп";3;1;175,23;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний городской лагерь москва";5169208178;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний дневной лагерь";5169208191;"мобильные";2;1;28,98;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в городе москва";5169208198;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в москве";5169208201;"десктоп";4;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"летний лагерь в москве";5169208201;"мобильные";7;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"московский лагерь дневного пребывания";5169208232;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спорт лагерь в москве";5169208234;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спорт лагерь в москве";5169208234;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"спортивный лагерь москва";5169208242;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"хорошие лагеря в москве";5169208246;"мобильные";22;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ТЗ | 23";86013946;"юзао летний лагерь";5169208250;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"городской лагерь";5169208837;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь";5169208847;"десктоп";2;1;43,62;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь";5169208847;"мобильные";7;1;21,82;1,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь 14 лет";5169208852;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь для ребенка 8 лет";5169208879;"мобильные";1;1;26,29;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь на лето 2023";5169208892;"мобильные";8;1;64,99;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь на неделю";5169208896;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский лагерь недорого";5169208898;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский летний лагерь";5169208916;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский летний лагерь";5169208916;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский спортивный лагерь";5169208922;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский спортивный лагерь";5169208922;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский спортивный лагерь";5169208922;"планшеты";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"детский творческий лагерь";5169208924;"мобильные";3;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь 2023";5169208941;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь 2023";5169208941;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей";5169208951;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 2023";5169208960;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 6 лет";5169208966;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей 6 лет";5169208966;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей на лето";5169208981;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь для детей на лето 2023 цены";5169208983;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь на лето 2023 недорого";5169209020;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь цена";5169209029;"десктоп";3;1;160,69;1,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь цена";5169209029;"мобильные";4;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"лагерь цены 2023";5169209030;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь";5169209064;"десктоп";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь";5169209064;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь 2023";5169209071;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь 2023";5169209071;"мобильные";6;2;132,89;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь 7 лет";5169209074;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей";5169209098;"десктоп";9;1;172,59;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей";5169209098;"мобильные";52;2;165,36;2,50;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей";5169209098;"планшеты";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей 2023";5169209103;"десктоп";6;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей 2023";5169209103;"мобильные";18;4;373,20;2,50;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для детей 2023";5169209103;"планшеты";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для подростков";5169209120;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для творческих детей";5169209124;"мобильные";1;1;145,69;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для школьников";5169209125;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для школьников 2023";5169209126;"десктоп";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь для школьников 2023";5169209126;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний лагерь июнь 2023";5169209131;"мобильные";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"летний спортивный лагерь для детей";5169209164;"мобильные";1;1;84,10;8,00;-;-;-;-;1;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"московский лагерь для детей";5169209173;"мобильные";1;1;71,04;8,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"московский лагерь для детей 2023";5169209174;"мобильные";1;1;8,89;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь";5169209201;"десктоп";5;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь";5169209201;"мобильные";28;2;199,59;1,50;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь 2023";5169209202;"десктоп";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь для детей";5169209206;"десктоп";3;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь для детей";5169209206;"мобильные";8;1;24,65;2,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь для детей на лето 2023";5169209209;"десктоп";2;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь для детей на лето 2023";5169209209;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"спортивный лагерь на лето";5169209214;"мобильные";4;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Поиск | ХЗ | 23";86013985;"тематические лагеря для детей";5169209227;"мобильные";1;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | 23 – 3";86915847;"Лагерь в НЕБО | Мастер | 23 – 3";5183479218;"десктоп";64;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | 23 – 3";86915847;"Лагерь в НЕБО | Мастер | 23 – 3";5183479218;"мобильные";40;3;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";87680985;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";5193047823;"десктоп";54;2;0,00;4,50;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";87680985;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";5193047823;"мобильные";538;11;0,00;2,75;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";87680985;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 4";5193047823;"планшеты";4;0;0,00;-;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";87681265;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";5193048688;"десктоп";36;1;0,00;3,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";87681265;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";5193048688;"мобильные";174;4;0,00;1,00;-;-;-;-;-;-
14.05.2023;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";87681265;"Лагерь в НЕБО | Мастер | Покорители Олимпа | 23 – 5";5193048688;"планшеты";3;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь";5153889035;"десктоп";29;2;538,32;1,50;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь";5153889035;"мобильные";38;6;1380,96;1,17;-;1;-;-;1;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания";5153889036;"десктоп";29;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания";5153889036;"мобильные";36;4;1022,58;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний дневной лагерь";5153889037;"десктоп";15;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний дневной лагерь";5153889037;"мобильные";10;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь в городе";5153889038;"десктоп";12;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь в городе";5153889038;"мобильные";10;2;76,63;8,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания 2023";5153889039;"десктоп";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь дневного пребывания";5153889040;"десктоп";15;1;245,62;2,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь дневного пребывания";5153889040;"мобильные";11;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский дневной лагерь";5153889041;"мобильные";6;1;28,43;3,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания детей";5153889042;"десктоп";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания детей";5153889042;"мобильные";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь в москве";5153889043;"десктоп";3;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь в москве";5153889043;"мобильные";16;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный лагерь дневного";5153889044;"мобильные";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания москва";5153889045;"десктоп";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания москва";5153889045;"мобильные";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный лагерь дневного пребывания";5153889046;"десктоп";1;1;89,04;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный лагерь дневного пребывания";5153889046;"мобильные";9;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский лагерь дневного пребывания";5153889047;"десктоп";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский лагерь дневного пребывания";5153889047;"мобильные";18;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьные лагеря дневного пребывания 2023";5153889048;"мобильные";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский лагерь в москве дневной";5153889050;"десктоп";14;2;238,77;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский лагерь в москве дневной";5153889050;"мобильные";38;6;860,21;1,17;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний школьный лагерь дневного пребывания";5153889051;"мобильные";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"городской лагерь дневного";5153889052;"десктоп";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"городские лагеря дневного пребывания";5153889053;"десктоп";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"городские лагеря дневного пребывания";5153889053;"мобильные";8;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для детей";5153889055;"десктоп";8;3;188,70;2,67;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для детей";5153889055;"мобильные";12;1;169,74;2,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный летний лагерь дневного пребывания 2023";5153889056;"десктоп";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный летний лагерь дневного пребывания 2023";5153889056;"мобильные";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"детский лагерь в городе";5153889057;"мобильные";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь свао";5153889058;"десктоп";15;3;340,94;2,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь свао";5153889058;"мобильные";24;4;979,58;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный лагерь дневного пребывания на летние каникулы";5153889059;"десктоп";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь вао";5153889061;"десктоп";4;1;181,15;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь вао";5153889061;"мобильные";9;1;171,35;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь дневного пребывания москва";5153889062;"десктоп";1;1;80,58;2,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь дневного пребывания москва";5153889062;"мобильные";8;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь дневного пребывания летом";5153889065;"мобильные";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"путевки в лагерь город";5153889067;"десктоп";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь сао";5153889068;"десктоп";3;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь сао";5153889068;"мобильные";5;2;96,29;1,50;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для школьников";5153889069;"десктоп";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для школьников";5153889069;"мобильные";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"школьный лагерь дневного пребывания 2023 москва";5153889071;"десктоп";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь вао";5153889073;"десктоп";1;1;169,00;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний лагерь вао";5153889073;"мобильные";2;1;142,78;1,00;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь ювао";5153889074;"десктоп";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь ювао";5153889074;"мобильные";4;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь сзао";5153889077;"десктоп";9;2;85,12;3,50;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь сзао";5153889077;"мобильные";22;2;67,50;2,50;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний городской лагерь дневного пребывания";5153889078;"мобильные";2;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для школьников москва";5153889079;"десктоп";5;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"дневной лагерь для школьников москва";5153889079;"мобильные";7;1;139,37;2,00;-;-;-;-;1;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"лагерь зао";5153889080;"десктоп";1;0;0,00;-;-;-;-;-;-;-
15.05.2023;"Лагерь в НЕБО | Поиск | ГЗ | 23";84885948;"летний дневной лагерь в москве 2023";5153889081;"десктоп";1;0;0,00;-;-;-;-;-;-;-
